"","date","NDVI"
"3816","2020-07-02",0.112871769868357
"3817","2020-07-07",0.932670237184392
"3818","2020-07-12",0.861894736842105
"3819","2020-07-17",0.868141592920354
"3820","2020-07-22",0.881014873140857
"3821","2020-08-01",0.0960212201591512
"3822","2020-08-06",0.887941534713764
"3823","2020-08-11",0.881303335919317
"3824","2020-08-26",0.0750176928520877
"3825","2020-08-31",0.00635462931329004
"3826","2020-09-05",0.0708493951880899
"3827","2020-09-10",0.690551181102362
"3828","2020-09-15",0.00036894534338272
"3829","2020-09-30",0.834831834831835
"3830","2020-10-05",0.108738063456207
"3831","2020-10-10",0.0468509421511841
"3832","2020-10-15",-0.015010900031143
"3833","2020-10-20",0.861153033504377
"3834","2020-10-25",0.0474582296480626
"3835","2020-11-04",0.000378548895899082
"3836","2020-11-09",0.0311284046692607
"3837","2020-11-14",0.0161786600496278
"3838","2020-11-19",-0.00422393563526649
"3839","2020-11-24",0.948032097821933
"3840","2020-11-29",0.89727626459144
"3841","2020-12-04",0.876741693461951
"3842","2020-12-14",0.698811826471401
"3843","2020-12-19",0.0751032250864858
"3844","2020-12-29",0.051963601532567
"3845","2021-01-03",0.00248036378668875
"3846","2021-01-08",0.768050314465409
"3847","2021-01-13",0.116071428571429
"3848","2021-01-18",0.884081196581197
"3849","2021-01-23",0.78561736770692
"3850","2021-01-28",0.886327077747989
"3851","2021-02-02",0.866069074611126
"3852","2021-02-07",0.0281466798810704
"3853","2021-02-17",0.117217898832685
"3854","2021-02-22",0.962492437991531
"3855","2021-02-27",0.15356820234869
"3856","2021-03-04",0.857424626655396
"3857","2021-03-09",0.575457317073171
"3858","2021-03-14",0.131916936742288
"3859","2021-03-19",0.838297872340426
"3860","2021-03-24",0.870986920332937
"3861","2021-03-29",0.590434176921291
"3862","2021-04-03",0.832317073170732
"3863","2021-04-08",-0.00594961420470388
"3864","2021-04-13",0.059604743083004
"3865","2021-04-18",0.8722088629337
"3866","2021-04-23",0.910217755443886
"3867","2021-04-28",0.070059880239521
"3868","2021-05-03",0.892978868438991
"3869","2021-05-08",0.0297344329272906
"3870","2021-05-13",0.589079650999156
"3871","2021-05-18",0.979757085020243
"3872","2021-05-23",0.635250085062947
"3873","2021-05-28",0.894273127753304
"3874","2021-06-02",0.9
"3875","2021-06-07",0.890346451395897
"3876","2021-06-12",0.534563345633456
"3877","2021-06-17",-0.0104251386321627
"3878","2021-07-02",0.897377423033067
"3879","2021-07-07",0.0471959091290133
"3880","2021-07-12",0.887587822014052
"3881","2021-07-17",0.0285415941524539
"3882","2021-07-22",0.842442517904259
"3883","2021-07-27",0.852472757753562
"3884","2021-08-01",0.894736842105263
"3885","2021-08-06",0.658167330677291
"3886","2021-08-11",0.194588969823101
"3887","2021-08-16",0.857856319631195
"3888","2021-08-21",0.872159090909091
"3889","2021-08-26",0.805148514851485
"3890","2021-08-31",-0.0200457068233757
"3891","2021-09-05",-0.00113173381620643
"3892","2021-09-15",0.783512544802867
"3893","2021-09-20",0.0434854089601316
"3894","2021-09-25",0.744659206510682
"3895","2021-09-30",0.194233492083923
"3896","2021-10-15",0.584328358208955
"3897","2021-10-25",0.0376865357052526
"3898","2021-10-30",-0.00514252130473112
"3899","2021-11-04",-0.00288914795478739
"3900","2021-11-14",0.522203947368421
"3901","2021-11-24",0.844162071445696
"3902","2021-11-29",0.882709251101322
"3903","2021-12-04",0.165188601158803
"3904","2021-12-09",0.110472082434699
"3905","2021-12-14",0.804407031443427
"3906","2021-12-19",-0.00341434022896163
"3907","2021-12-24",0.404624277456647
"3908","2021-12-29",0.833378124160172
"3909","2022-01-13",0.0128931032130432
"3910","2022-01-18",0.898477157360406
"3911","2022-01-23",0.878233603344656
"3912","2022-01-28",0.67479674796748
"3913","2022-02-02",-0.0205205205205205
"3914","2022-02-07",0.0192292219808513
"3915","2022-02-12",-0.0100087032201915
"3916","2022-02-17",0.530675713881821
"3917","2022-02-22",0.885017421602788
"3918","2022-02-27",0.935158501440922
"3919","2022-03-04",0.869300029044438
"3920","2022-03-09",0.88546762589928
"3921","2022-03-14",0.841101694915254
"3922","2022-03-19",0.721439749608764
"3923","2022-03-24",0.892846270928463
"3924","2022-03-29",-0.0258291303683325
"3925","2022-04-03",-0.011826544021025
"3926","2022-04-08",0.733776033806218
"3927","2022-04-13",0.878706199460916
"3928","2022-04-18",0.0502123951639255
"3929","2022-04-23",0.877750611246944
"3930","2022-04-28",0.894230769230769
"3931","2022-05-03",0.287257019438445
"3932","2022-05-08",0.0657532206418943
"3933","2022-05-13",0.0427579485930077
"3934","2022-05-18",0.889128869690425
"3935","2022-05-23",0.882893226176808
"3936","2022-05-28",0.79788838612368
"3937","2022-06-02",0.852465483234714
"3938","2022-06-07",0.873501446878876
"3939","2022-06-17",0.893481039625053
"3940","2022-06-22",0.870798777826277
"3941","2022-06-27",0.10885372112917
"3942","2022-07-02",0.877764374748693
"3943","2022-07-07",0.883001271725307
"3944","2022-07-12",0.690326445043426
"3945","2022-07-17",0.853292090145824
"3946","2022-07-22",0.874028629856851
"3947","2022-07-27",0.869023704298915
"3948","2022-08-01",0.861464968152866
"3949","2022-08-06",-0.0170239239861999
"3950","2022-08-11",-0.0110941475826972
"3951","2022-08-16",0.853870458135861
"3952","2022-08-21",0.609598853868195
"3953","2022-08-26",0.248512326438084
"3954","2022-08-31",0.043422965116279
"3955","2022-09-10",0.789669267930138
"3956","2022-09-20",0.230356183998568
"3957","2022-09-25",0.231502845716044
"3958","2022-09-30",-0.00966450365870496
"3959","2022-10-05",-0.0153973054715425
"3960","2022-10-10",-0.0024968789013733
"3962","2022-10-20",0.85219707057257
"3963","2022-11-04",0.175757575757576
"3964","2022-11-19",0.714718352513628
"3965","2022-12-04",0.441102052291257
"3966","2022-12-14",0.884348864994026
"3967","2022-12-24",0.018393588191201
"3968","2023-01-03",0.616554651574107
"3969","2023-01-13",0.128566517703678
"3970","2023-01-23",0.0695392491467577
"3971","2023-01-28",0.297907794852805
"3972","2023-02-02",0.176963675877057
"3973","2023-02-07",0.00492227979274615
"3974","2023-02-17",0.740384615384615
"3975","2023-02-22",0.887935656836461
"3976","2023-02-27",0.813121272365805
"3977","2023-03-04",0.812076202776881
"3978","2023-03-09",0.896711062788801
"3979","2023-03-14",0.149545251230058
"3980","2023-03-19",0.854256854256854
"3981","2023-03-24",0.887470997679815
"3983","2023-04-13",0.897801176834933
"3984","2023-04-18",0.132290184921764
"3986","2023-05-08",0.907640067911715
"3988","2023-05-18",0.62138570649209
"3989","2023-05-23",0.904520795660036
"3990","2023-05-28",0.88529945553539
"3991","2023-06-02",0.930485155684287
"3992","2023-06-07",0.900258588843738
"3993","2023-06-12",0.879895561357702
"3994","2023-06-17",-0.0168504264614104
"3995","2023-06-22",0.817094618360886
"3996","2023-06-27",0.897493453049009
"3997","2023-07-02",0.00489253887821077
"3998","2023-07-07",0.889523809523809
"3999","2023-07-12",0.837622326930047
"4000","2023-07-17",0.709648331830478
"4001","2023-07-27",0.876899696048632
"4002","2023-08-06",0.869064748201439
"4003","2023-08-31",0.861851332398317
"4004","2023-09-05",0.822742474916388
"4005","2023-09-10",0.762338648443432
"4006","2023-09-20",0.0851703406813627
"4007","2023-09-25",0.598744441538059
"4008","2023-09-30",0.00637264180705407
"4009","2023-10-15",0.174875734297334
"4010","2023-10-30",0.764069952305246
"4011","2023-11-09",0.875653082549634
"4012","2023-11-14",0.851870705013998
"4013","2023-12-04",0.701307049496465
"4014","2023-12-14",0.894587567950839
"4015","2023-12-19",0.527360515021459
"4016","2023-12-24",0.893210586881473
"4017","2023-12-29",0.880537580886013
