"","date","NDVI"
"2705","2021-10-18",0.0496858937749857
"2706","2021-10-23",0.3134401972873
"2707","2021-10-28",0.213080608206624
"2708","2021-11-02",0.199784888410863
"2709","2021-11-12",0.458929917106255
"2710","2021-11-27",0.707067476814839
"2711","2021-12-02",0.802631578947368
"2712","2021-12-07",0.783180550019928
"2713","2021-12-12",0.166553210800998
"2714","2021-12-27",0.614171527327717
"2715","2022-01-01",0.113636363636364
"2716","2022-01-06",0.726975383026338
"2717","2022-01-11",0.183738120380148
"2718","2022-01-16",0.622745490981964
"2719","2022-01-21",0.468068331143232
"2720","2022-02-05",0.181615065432493
"2721","2022-02-10",0.188494833845295
"2722","2022-02-15",0.139900903526669
"2723","2022-02-25",0.154261563747359
"2724","2022-03-02",0.238640702558228
"2725","2022-03-07",0.378438661710037
"2726","2022-03-17",-0.00200792315623809
"2727","2022-03-22",0.575244299674267
"2728","2022-03-27",0.112866015971606
"2729","2022-04-11",0.750568957669549
"2730","2022-04-16",0.116438959894227
"2731","2022-04-21",0.734237628736498
"2732","2022-04-26",0.680559021712004
"2733","2022-05-06",0.624675997926387
"2734","2022-05-11",0.616490371575807
"2735","2022-05-16",0.610082709728239
"2736","2022-05-21",0.551743853630646
"2737","2022-05-26",0.40956340956341
"2738","2022-05-31",0.321778940483976
"2739","2022-06-05",0.244745279657998
"2740","2022-06-15",0.218494271685761
"2741","2022-06-20",0.216753022452504
"2742","2022-06-25",0.209731543624161
"2743","2022-06-30",0.217898832684825
"2744","2022-07-05",0.188170055452865
"2745","2022-07-10",0.189674523007856
"2746","2022-07-15",0.180803571428571
"2747","2022-07-20",0.192431274544805
"2748","2022-07-25",0.179504353650368
"2749","2022-07-30",0.184615384615385
"2750","2022-08-04",0.192792792792793
"2751","2022-08-09",0.176233635448137
"2752","2022-08-14",0.143684820393975
"2753","2022-08-19",0.293851531976146
"2754","2022-08-24",0.184553018988692
"2755","2022-08-29",0.257803468208093
"2756","2022-09-03",0.18728061119141
"2757","2022-09-08",0.249512670565302
"2758","2022-09-13",0.236437042644461
"2759","2022-09-18",0.23660922217047
"2760","2022-09-23",0.0294685142957376
"2761","2022-09-28",0.182689514957885
"2762","2022-10-03",0.207029104887425
"2763","2022-10-08",0.208970438328237
"2764","2022-10-13",0.00197303518579411
"2765","2022-10-18",0.147410358565737
"2766","2022-11-17",0.38235294117647
"2767","2022-11-22",0.136167477733909
"2768","2022-11-27",0.245674740484429
"2769","2022-12-02",0.256659354434347
"2770","2022-12-07",0.0549846764016586
"2771","2022-12-17",0.333889816360601
"2772","2023-01-01",0.734652221698854
"2773","2023-01-16",0.738749502190362
"2774","2023-01-21",0.141256747122925
"2775","2023-01-26",0.0528414755732801
"2776","2023-01-31",0.751306541719229
"2777","2023-02-05",0.686727989487516
"2778","2023-02-25",0.029421788026809
"2779","2023-03-02",0.204448651206815
"2780","2023-03-07",0.328078282141886
"2781","2023-03-22",0.301508780608459
"2782","2023-03-27",0.24739014323865
"2783","2023-04-01",0.291311754684838
"2784","2023-04-11",0.354237932345116
"2785","2023-04-16",0.437378640776699
"2786","2023-04-21",0.394923012900541
"2787","2023-04-26",0.54054054054054
"2788","2023-05-01",0.437471577989995
"2789","2023-05-06",0.563223317616802
"2790","2023-05-11",0.572246065808298
"2791","2023-05-16",0.605832549388523
"2792","2023-05-21",0.595255386105059
"2793","2023-05-26",0.732360097323601
"2794","2023-05-31",0.331286250426476
"2795","2023-06-05",0.661352657004831
"2796","2023-06-10",0.64145524174246
"2797","2023-06-15",0.639580209895053
"2798","2023-06-20",0.317401392111369
"2799","2023-06-25",0.0644463667820069
"2800","2023-06-30",0.196269789633485
"2801","2023-07-05",0.16829052258636
"2802","2023-07-10",0.161003775260937
"2803","2023-07-15",0.161304836895388
"2804","2023-07-20",0.137887144675435
"2805","2023-07-25",0.147040626933388
"2806","2023-07-30",0.144113531880871
"2807","2023-08-04",0.159732016925247
"2808","2023-08-09",0.145035329118631
"2809","2023-08-14",0.152115211521152
"2810","2023-08-19",0.161378770074422
"2811","2023-08-24",0.155098222637979
"2812","2023-08-29",0.136431784107946
"2813","2023-09-03",0.144014962593516
"2814","2023-09-08",0.195375037058998
"2815","2023-09-13",0.182720373613543
"2816","2023-09-18",0.187958115183246
"2817","2023-09-23",0.213996529786004
"2818","2023-09-28",0.193309745899003
"2819","2023-10-03",0.197664359861592
"2820","2023-10-08",0.173732718894009
"2821","2023-10-13",0.165234470905966
"2822","2023-10-18",0.139960326206745
"2823","2023-10-28",0.218528844091786
"2824","2023-11-07",0.265806169328375
"2825","2023-11-12",0.329572575395964
"2826","2023-11-22",0.533539276257723
"2827","2023-11-27",0.104561284294572
"2828","2023-12-07",0.538179316670488
"2829","2023-12-12",0.204821966737359
"2830","2023-12-17",0.0908031748343406
"2831","2023-12-27",0.61094674556213
